"date","f_employment_ny_man","f_employment_texas_man","f_employment_kansas_man","f_employment_phil_man","f_employment_richmond_man","mean.z"
2001-07-01,-0.376516444012677,NA,-1.67269428372727,-1.32130722627888,-1.18046000998856,-1.13774449100185
2001-08-01,0.216803865672383,NA,-1.03000027671588,-1.96206756326989,-1.18046000998856,-0.988930996075486
2001-09-01,-2.79143419571327,NA,-1.81551517417425,-1.36819212898554,-1.02374325163183,-1.74972118762622
2001-10-01,-0.657562906495074,NA,-2.02974650984471,-1.62605909387217,-2.04240218095056,-1.58894267279063
2001-11-01,-0.251606905131612,NA,-1.81551517417425,-1.18065251815891,-0.710309734918373,-0.989521083095785
2001-12-01,0.59153248231558,NA,-1.45846294805681,-0.836829898310075,-0.945384872453464,-0.662286309126192
2002-01-01,-0.209970392171256,NA,-1.17282116716286,-0.422679924401254,-0.788668114096737,-0.648534899458026
2002-02-01,0.435395558714248,NA,-0.458716714927978,-0.57896293342345,-0.318517839026555,-0.230200482165934
2002-03-01,1.30976233088171,NA,0.112566846859926,-0.0944856054546411,-0.161801080669827,0.291510622904291
2002-04-01,1.09117063783984,NA,-0.0302540435870502,-0.0944856054546411,-0.553592976561646,0.103209503059126
2002-05-01,0.653987251756112,NA,-0.315895824481002,-0.12574220725908,-0.240159459848191,-0.00695255995804035
2002-06-01,1.29935320264162,NA,-0.38730626970449,-0.62584783613011,-0.553592976561646,-0.0668484699386572
2002-07-01,0.216803865672383,NA,-0.315895824481002,-0.203883711770179,-0.240159459848191,-0.135783782606747
2002-08-01,0.560305097595313,NA,-0.672948050598442,-1.36037797853443,-0.788668114096737,-0.565422261408575
2002-09-01,0.341713404553449,NA,-0.672948050598442,-0.532078030716791,-0.788668114096737,-0.41299519771463
2002-10-01,0.112712583271496,NA,-0.244485379257514,-0.274211065830167,-0.553592976561646,-0.239894209594458
2002-11-01,-0.314061674572144,NA,-0.244485379257514,-0.336724269439046,-0.710309734918373,-0.401395264546769
2002-12-01,-0.730426804175695,NA,-0.458716714927978,-0.57896293342345,-0.553592976561646,-0.580424857272192
2003-01-01,-0.220379520411345,NA,0.112566846859926,-0.813387446956745,-0.867026493275101,-0.447056653445816
2003-02-01,-0.553471624094186,NA,-0.244485379257514,-0.328910118987936,-1.25881838916692,-0.596421377876639
2003-03-01,-1.07392803609862,NA,-0.244485379257514,-1.03218365958782,-0.945384872453464,-0.823995486849356
2003-04-01,0.0918943267913181,NA,-1.10141072193937,-0.664918588385659,-1.18046000998856,-0.713723748380566
2003-05-01,0.466622943434514,NA,-0.244485379257514,-0.813387446956745,-1.10210163081019,-0.423337878397484
2003-06-01,0.133530839751673,NA,-0.244485379257514,-0.407051623499034,-1.49389352670201,-0.502974922426721
2003-07-01,-0.0538334685699247,NA,-0.315895824481002,0.0305408017631163,-1.7289686642371,-0.517039288881228
2003-08-01,0.477032071674603,NA,0.183977292083414,-0.13355635771019,-1.33717676834528,-0.202430940574364
2003-09-01,0.41457730223407,NA,0.112566846859926,0.108682306274215,-1.18046000998856,-0.136158388655086
2003-10-01,0.830942431837622,NA,-0.0302540435870502,0.897911501836307,-1.80732704341546,-0.0271817883321466
2003-11-01,1.02871586839931,NA,0.469619072977365,-0.0319724018457624,-0.318517839026555,0.286961175126089
2003-12-01,0.872578944797976,NA,0.255387737306902,-0.235140313574618,-0.945384872453464,-0.0131396259808011
2004-01-01,0.726851149436734,NA,-0.0302540435870502,-0.274211065830167,-0.945384872453464,-0.130749708108487
2004-02-01,1.34098971560197,NA,-0.530127160151466,-0.00852995049243287,-1.02374325163183,-0.0553526616684388
2004-03-01,0.643578123516023,NA,0.112566846859926,0.491575678378596,-0.631951355740009,0.153942323253634
2004-04-01,1.0391249966394,NA,0.541029518200853,0.31966436845418,-0.631951355740009,0.316966881888605
2004-05-01,1.25771668968126,NA,0.398208627753877,0.890097351385197,-0.631951355740009,0.478517828270082
2004-06-01,1.78858222992579,0.94157901183457,0.398208627753877,0.186823810785313,0.229990815221991,0.709036899104308
2004-07-01,1.78858222992579,1.30593774038477,0.398208627753877,0.116496456725324,-0.318517839026555,0.658141443152641
2004-08-01,-0.574289880574364,1.1587928692395,0.683850408647829,0.28840776664974,-0.475234597383282,0.216305313315884
2004-09-01,1.10157976607993,0.899537620078777,0.898081744318293,0.382177572063059,-0.788668114096737,0.498541717688664
2004-10-01,1.94471915352712,0.612254776414198,0.826671299094805,0.132124757627544,-1.02374325163183,0.498405347006368
2004-11-01,0.49785032815478,0.948585910460535,0.612439963424341,0.593159634243024,-0.710309734918373,0.388345220272861
2004-12-01,-0.168333879210901,0.254902946489964,0.398208627753877,0.0461691026653359,-0.867026493275101,-0.0672159391153648
2005-01-01,0.123121711511584,0.871510025574916,0.255387737306902,0.366549271160839,-0.396876218204918,0.243938505469864
2005-02-01,0.41457730223407,-0.501842105114294,0.326798182530389,-0.696175190190098,-0.396876218204918,-0.17070360574897
2005-03-01,0.893397201278154,-0.298642044961299,-0.244485379257514,0.202452111687532,-1.10210163081019,-0.109875948412664
2005-04-01,0.372940789273715,0.906544518704743,-0.601537605374954,-0.102299755905751,-0.631951355740009,-0.0112606818084513
2005-05-01,0.258440378632739,0.731372053055609,0.255387737306902,-0.571148782972341,-0.945384872453464,-0.0542666972861111
2005-06-01,0.154349096231851,0.528171992902613,0.112566846859926,-0.0397865522968724,-0.710309734918373,0.0089983297558289
2005-07-01,0.560305097595313,-0.102448883434269,0.255387737306902,-1.13376761545225,-1.02374325163183,-0.288853383123226
2005-08-01,-0.189152135691079,1.33396533488863,0.183977292083414,-0.969670455978942,0.151632436043627,0.10215049426913
2005-09-01,0.279258635112916,1.45308261153004,-0.0302540435870502,-0.563334632521231,-0.161801080669827,0.19539029797297
2005-10-01,-0.116288238010457,0.65429616816999,0.541029518200853,-0.250768614476838,-0.475234597383282,0.0706068473000532
2005-11-01,0.955851970718687,1.02566179534615,-0.601537605374954,-0.516449729814572,-0.553592976561646,0.0619866908627338
2005-12-01,0.810124175357444,0.395040919009272,0.0411564016364377,0.186823810785313,0.151632436043627,0.316955548566419
2006-01-01,1.23689843320108,0.430075412139098,1.18372352521224,-0.110113906356861,-0.396876218204918,0.46874144919813
2006-02-01,0.955851970718687,0.395040919009272,-0.0302540435870502,0.186823810785313,0.151632436043627,0.33181901859397
2006-03-01,0.456213815194425,0.381027121757341,0.469619072977365,0.147753058529764,-0.0834427014914637,0.274234073393486
2006-04-01,0.456213815194425,0.402047817635237,0.326798182530389,0.225894563040862,-0.0834427014914637,0.26550233538189
2006-05-01,0.227212993912472,0.338985730001549,0.326798182530389,-0.836829898310075,-0.00508432231309999,0.0102165371642472
2006-06-01,-0.0226060838496586,0.619261675040163,0.255387737306902,-0.430494074852364,-0.00508432231309999,0.0832929862663885
2006-07-01,0.0918943267913181,1.20784115962125,0.969492189541781,-0.868086500114514,0.229990815221991,0.326226398212366
2006-08-01,0.393759045753893,0.787427242063332,-0.101664488810538,-0.727431791994537,-0.161801080669827,0.0380577852684643
2006-09-01,0.352122532793538,0.528171992902613,-0.0302540435870502,-1.0946968631967,-0.240159459848191,-0.0969631681871579
2006-10-01,0.799715047117355,0.899537620078777,-0.38730626970449,-0.446122375754583,-0.161801080669827,0.140804588213446
2006-11-01,0.33130427631336,0.00265459595521163,-0.101664488810538,-0.352352570341265,-0.631951355740009,-0.150401908524648
2006-12-01,0.789305918877266,-0.936269819924146,0.326798182530389,-0.313281818085716,-0.710309734918373,-0.168751454304116
2007-01-01,1.04953412487949,-0.193538565571818,0.183977292083414,0.0461691026653359,-0.161801080669827,0.184868174677318
2007-02-01,1.1328071508002,0.913551417330708,0.541029518200853,-0.0632290036502019,0.700141090292173,0.644860034594746
2007-03-01,0.633168995275935,0.661303066795955,0.612439963424341,-0.469564827107913,0.308349194400355,0.349139278557735
2007-04-01,0.352122532793538,0.142792568474519,0.255387737306902,-0.352352570341265,-0.318517839026555,0.0158864858414275
2007-05-01,1.19526192024073,0.156806365726449,-0.101664488810538,-0.203883711770179,-0.631951355740009,0.0829137459292904
2007-06-01,0.133530839751673,0.507151297024717,0.255387737306902,-0.852458199212294,-0.475234597383282,-0.0863245845024569
2007-07-01,1.22648930496099,0.0867373794667959,0.0411564016364377,0.210266262138642,-0.240159459848191,0.264897977670936
2007-08-01,0.914215457758331,-0.165510971067957,-0.173074934034026,0.546274731536365,-0.318517839026555,0.160677289033232
2007-09-01,1.48671751096321,0.479123702520856,-0.315895824481002,0.0930540053719947,-0.553592976561646,0.237881283562683
2007-10-01,2.09044694888836,0.135785669848553,-0.315895824481002,0.663486988303012,0.621782711113809,0.639121298734547
2007-11-01,0.539486841115136,-0.71905596251922,0.0411564016364377,-0.258582764927948,-0.631951355740009,-0.205789368087121
2007-12-01,0.383349917513804,-0.0744212889304074,0.326798182530389,0.085239854920885,-0.788668114096737,-0.0135402896124131
2008-01-01,-0.09546998153028,-0.859193935038527,0.255387737306902,0.100868155823105,-0.240159459848191,-0.167713496657398
2008-02-01,-0.990655010177915,-0.936269819924146,-0.173074934034026,-1.89955435966101,-1.18046000998856,-1.03600282675713
2008-03-01,1.38262622856233,-1.41974582511576,-0.38730626970449,-1.0946968631967,-0.788668114096737,-0.461558168710271
2008-04-01,-1.469474909222,-0.964297414428008,-0.38730626970449,-1.23535157131668,-1.25881838916692,-1.06304971076762
2008-05-01,-1.51111142218235,-1.30062854847434,-0.601537605374954,-0.688361039738988,-0.788668114096737,-0.978061345973475
2008-06-01,-0.272425161611789,-1.06239399519152,-0.815768941045418,-1.14939591635447,-1.33717676834528,-0.927432156509696
2008-07-01,-0.678381162975252,-1.26559405534452,-0.458716714927978,-0.914971402821173,-1.49389352670201,-0.962311372554186
2008-08-01,-0.293243418091967,-1.06239399519152,-0.672948050598442,-1.03999781003893,-0.788668114096737,-0.77145027760352
2008-09-01,0.268849506872827,-1.21654576496276,-1.24423161238635,-0.836829898310075,-1.18046000998856,-0.841843555754982
2008-10-01,-1.93788568002599,-2.51282201076635,-1.74410472895076,-2.58719959935868,-1.96404380177219,-2.14921116417479
2008-11-01,-2.43752383555026,-2.39370473412494,-2.81526140730308,-3.321729741763,-1.88568542259383,-2.57078102826702
2008-12-01,-2.18770475778812,-3.16446358298113,-2.95808229775006,-3.59522500755184,-2.35583569766401,-2.85226226874703
2009-01-01,-2.73938855451283,-3.66896028405064,-2.95808229775006,-3.42331369762743,-2.12076056012892,-2.98210107881397
2009-02-01,-4.12380261044464,-3.54283610878326,-3.81500764043191,-2.57157129845646,-2.66926921437747,-3.34449737449875
2009-03-01,-4.21748476460544,-2.95425662420217,-3.74359719520842,-2.71222600657643,-1.80732704341546,-3.08697832680159
2009-04-01,-2.69775204155247,-2.9472497255762,-2.74385096207959,-2.39965998853204,-1.65061028505874,-2.48782460055981
2009-05-01,-1.96911306474626,-2.25356676160563,-2.17256740029169,-1.55573173981218,-1.88568542259383,-1.96733287780992
2009-06-01,-0.491016854653653,-1.68600797290244,-1.03000027671588,-0.789944995603416,-1.02374325163183,-1.00414267030144
2009-07-01,-1.10515542081889,-1.11144228557328,-1.74410472895076,-0.914971402821173,-1.18046000998856,-1.21122676963053
2009-08-01,-0.667972034735163,-1.26559405534452,-1.45846294805681,-0.633661986581219,-0.631951355740009,-0.931528476091544
2009-09-01,-0.782472445376139,-0.747083557023082,-0.887179386268906,-0.360166720792375,-0.553592976561646,-0.66609901720443
2009-10-01,0.154349096231851,-0.256600653205507,-0.530127160151466,-0.735245942445647,-0.475234597383282,-0.36857185139081
2009-11-01,1.16403453552046,-1.27960785259645,-0.244485379257514,-0.618033685679,-0.240159459848191,-0.243650368372138
2009-12-01,-0.2620160333717,-0.0814281875563726,-1.03000027671588,-0.328910118987936,-0.240159459848191,-0.388502815296016
2010-01-01,0.362531661033626,-0.41775932160271,-0.38730626970449,-0.219512012672398,-0.710309734918373,-0.274471135572869
2010-02-01,0.581123354075491,-0.43177311885464,-0.173074934034026,-0.289839366732387,-0.945384872453464,-0.251789787599805
2010-03-01,-0.334879931052322,-0.922256022672216,0.0411564016364377,0.0774257044697751,-0.867026493275101,-0.401116068178685
2010-04-01,0.529077712875047,-0.375717929846918,-0.0302540435870502,-0.0397865522968724,-0.475234597383282,-0.0783830820478152
2010-05-01,0.851760688317799,-0.0884350861823381,-0.244485379257514,0.31185021800307,-0.631951355740009,0.0397478170282015
2010-06-01,1.35139884384206,-0.564904192747982,-0.244485379257514,-0.203883711770179,-1.02374325163183,-0.137123538313089
2010-07-01,-0.0642425968100136,-1.12545608282521,-0.672948050598442,-0.547706331619011,0.0732740568652637,-0.467415800997483
2010-08-01,0.549895969355224,-1.19552506908486,-0.530127160151466,-1.20409496951224,-0.00508432231309999,-0.476987110341289
2010-09-01,0.435395558714248,-0.91524912404625,-0.315895824481002,-1.03218365958782,0.151632436043627,-0.33526012267144
2010-10-01,1.25771668968126,-0.515855902366225,-0.315895824481002,0.202452111687532,-0.00508432231309999,0.124666550441693
2010-11-01,1.07035238135966,0.752392748933505,0.112566846859926,0.225894563040862,-0.318517839026555,0.36853774023348
2010-12-01,0.758078534157,0.598240979162267,0.755260853871317,0.726000191911891,0.778499469470537,0.723216005714602
2011-01-01,0.0918943267913181,0.794434140689297,0.326798182530389,0.75725679371633,0.386707573578718,0.471418203461211
2011-02-01,0.24803125039265,0.724365154429644,0.398208627753877,0.272779465747521,0.308349194400355,0.390346738544809
2011-03-01,0.123121711511584,0.360006425879445,-0.0302540435870502,0.475947377476376,0.151632436043627,0.216090781464797
2011-04-01,0.685214636476378,0.374020223131376,0.255387737306902,1.14015016582071,0.386707573578718,0.568296067262817
2011-05-01,-0.0226060838496586,0.388034020383306,0.255387737306902,0.202452111687532,0.543424331935446,0.273338423492705
2011-06-01,-0.959427625457648,-0.361704132594987,0.183977292083414,-1.14158176590336,0.543424331935446,-0.347062379987427
2011-07-01,0.383349917513804,-1.09742848832135,0.183977292083414,-0.446122375754583,0.151632436043627,-0.164918243687018
2011-08-01,-0.667972034735163,-0.438780017480606,-0.0302540435870502,-0.446122375754583,-0.318517839026555,-0.380329262116791
2011-09-01,-1.05310977961845,-0.571911091373948,-0.244485379257514,-0.969670455978942,-0.396876218204918,-0.647210584886754
2011-10-01,-0.782472445376139,-0.0744212889304074,0.255387737306902,-0.266396915379057,-0.0834427014914637,-0.190269122774033
2011-11-01,-0.366107315772588,-0.943276718550112,-0.0302540435870502,0.436876625220827,0.543424331935446,-0.0718674241506954
2011-12-01,0.289667763353005,-0.263607551831472,-0.0302540435870502,-0.758688393798977,0.151632436043627,-0.122249957964173
2012-01-01,0.581123354075491,-0.13047647793813,0.0411564016364377,-0.0866714550035312,0.621782711113809,0.205382906776815
2012-02-01,0.67480550823629,0.296944338245757,0.469619072977365,0.108682306274215,0.543424331935446,0.418695111533814
2012-03-01,0.955851970718687,0.766406546185436,0.326798182530389,0.0227266513120063,-0.00508432231309999,0.413339805686684
2012-04-01,0.258440378632739,-0.22156616007568,-0.101664488810538,0.569717182889694,0.465065952757082,0.193998573078659
2012-05-01,-0.792881573616228,-0.501842105114294,0.112566846859926,-0.383609172145705,0.308349194400355,-0.251483361923189
